Id,Sku,Product name,Manage stock,Stock status,Backorders,Stock,Type,Parent ID,,,
8889,iP11PR-SL-256-B -R,256 GB Silver Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8890,iP11PR-SL-256-A -R,256 GB Silver Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8891,iP11PR-SL-256-A+-R,256 GB Silver Premium,TRUE,outofstock,no,,product-variant,8791,,,
8892,iP11PR-SG-256-C -R,256 GB Space gray Bueno,TRUE,outofstock,no,,product-variant,8791,,,
8893,iP11PR-SG-256-B -R,256 GB Space gray Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8894,iP11PR-SG-256-A -R,256 GB Space gray Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8895,iP11PR-SG-256-A+-R,256 GB Space gray Premium,TRUE,outofstock,no,,product-variant,8791,,,
8896,iP11PR-GD-512-C -R,512 GB Gold Bueno,TRUE,outofstock,no,,product-variant,8791,,,
8897,iP11PR-GD-512-B -R,512 GB Gold Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8898,iP11PR-GD-512-A -R,512 GB Gold Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8899,iP11PR-GD-512-A+-R,512 GB Gold Premium,TRUE,outofstock,no,,product-variant,8791,,,
8900,iP11PR-MDGR-512-C -R,512 GB Midnight Green Bueno,TRUE,outofstock,no,,product-variant,8791,,,
8901,iP11PR-MDGR-512-B -R,512 GB Midnight Green Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8902,iP11PR-MDGR-512-A -R,512 GB Midnight Green Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8903,iP11PR-MDGR-512-A+-R,512 GB Midnight Green Premium,TRUE,outofstock,no,,product-variant,8791,,,
8904,iP11PR-SL-512-C -R,512 GB Silver Bueno,TRUE,outofstock,no,,product-variant,8791,,,
8905,iP11PR-SL-512-B -R,512 GB Silver Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8906,iP11PR-SL-512-A -R,512 GB Silver Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8907,iP11PR-SL-512-A+-R,512 GB Silver Premium,TRUE,outofstock,no,,product-variant,8791,,,
8908,iP11PR-SG-512-C -R,512 GB Space gray Bueno,TRUE,outofstock,no,,product-variant,8791,,,
8909,iP11PR-SG-512-B -R,512 GB Space gray Muy bueno,TRUE,outofstock,no,,product-variant,8791,,,
8910,iP11PR-SG-512-A -R,512 GB Space gray Excelente,TRUE,outofstock,no,,product-variant,8791,,,
8911,iP11PR-SG-512-A+-R,512 GB Space gray Premium,TRUE,outofstock,no,,product-variant,8791,,,
